concept_id,display_label,source_type,source_table,source_row_id,primary_url,aliases,status,deprecated_at,deprecated_reason
standard:draft-bonnell-lamps-chameleon-certs-07,draft-bonnell-lamps-chameleon-certs-07,standard,library,draft-bonnell-lamps-chameleon-certs-07,https://datatracker.ietf.org/doc/draft-bonnell-lamps-chameleon-certs/,,active,,
standard:draft-celi-wiggers-tls-authkem,draft-celi-wiggers-tls-authkem,standard,library,draft-celi-wiggers-tls-authkem,https://datatracker.ietf.org/doc/draft-celi-wiggers-tls-authkem/,,active,,
standard:draft-for-public-consultation-quantum-readiness-index-oct-2025,Draft-for-Public-Consultation-Quantum-Readiness-Index-Oct-2025,standard,library,Draft-for-Public-Consultation-Quantum-Readiness-Index-Oct-2025,,,active,,
standard:draft-hu-ipsecme-pqt-hybrid-auth,draft-hu-ipsecme-pqt-hybrid-auth,standard,library,draft-hu-ipsecme-pqt-hybrid-auth,https://datatracker.ietf.org/doc/draft-hu-ipsecme-pqt-hybrid-auth/,,active,,
standard:draft-ietf-cose-dilithium,draft-ietf-cose-dilithium,standard,library,draft-ietf-cose-dilithium,https://www.ietf.org/archive/id/draft-ietf-cose-dilithium-11.html,,active,,
standard:draft-ietf-cose-dilithium-05,draft-ietf-cose-dilithium-05,standard,library,draft-ietf-cose-dilithium-05,https://datatracker.ietf.org/doc/draft-ietf-cose-dilithium/,,active,,
standard:draft-ietf-cose-falcon-03,draft-ietf-cose-falcon-03,standard,library,draft-ietf-cose-falcon-03,https://datatracker.ietf.org/doc/draft-ietf-cose-falcon/,,active,,
standard:draft-ietf-cose-falcon-04,draft-ietf-cose-falcon-04,standard,library,draft-ietf-cose-falcon-04,https://datatracker.ietf.org/doc/draft-ietf-cose-falcon/04/,,active,,
standard:draft-ietf-hpke-pq,draft-ietf-hpke-pq,standard,library,draft-ietf-hpke-pq,https://datatracker.ietf.org/doc/draft-ietf-hpke-pq/,,active,,
standard:draft-ietf-ipsecme-ikev2-downgrade-prevention,draft-ietf-ipsecme-ikev2-downgrade-prevention,standard,library,draft-ietf-ipsecme-ikev2-downgrade-prevention,https://datatracker.ietf.org/doc/draft-ietf-ipsecme-ikev2-downgrade-prevention/,,active,,
standard:draft-ietf-ipsecme-ikev2-mldsa,draft-ietf-ipsecme-ikev2-mldsa,standard,library,draft-ietf-ipsecme-ikev2-mldsa,https://datatracker.ietf.org/doc/draft-ietf-ipsecme-ikev2-mldsa/,,active,,
standard:draft-ietf-ipsecme-ikev2-mlkem,draft-ietf-ipsecme-ikev2-mlkem,standard,library,draft-ietf-ipsecme-ikev2-mlkem,https://datatracker.ietf.org/doc/draft-ietf-ipsecme-ikev2-mlkem/,,active,,
standard:draft-ietf-ipsecme-ikev2-mlkem-03,draft-ietf-ipsecme-ikev2-mlkem-03,standard,library,draft-ietf-ipsecme-ikev2-mlkem-03,https://datatracker.ietf.org/doc/draft-ietf-ipsecme-ikev2-mlkem/,,active,,
standard:draft-ietf-ipsecme-ikev2-pqc-auth,draft-ietf-ipsecme-ikev2-pqc-auth,standard,library,draft-ietf-ipsecme-ikev2-pqc-auth,https://datatracker.ietf.org/doc/draft-ietf-ipsecme-ikev2-pqc-auth/,,active,,
standard:draft-ietf-jose-pq-composite-sigs,draft-ietf-jose-pq-composite-sigs,standard,library,draft-ietf-jose-pq-composite-sigs,https://www.ietf.org/archive/id/draft-ietf-jose-pq-composite-sigs-01.html,,active,,
standard:draft-ietf-jose-pqc-algorithms,draft-ietf-jose-pqc-algorithms,standard,library,draft-ietf-jose-pqc-algorithms,https://datatracker.ietf.org/doc/draft-ietf-jose-pqc-algorithms/,,active,,
standard:draft-ietf-jose-pqc-kem,draft-ietf-jose-pqc-kem,standard,library,draft-ietf-jose-pqc-kem,https://datatracker.ietf.org/doc/draft-ietf-jose-pqc-kem/,,active,,
standard:draft-ietf-lake-edhoc-psk,draft-ietf-lake-edhoc-psk,standard,library,draft-ietf-lake-edhoc-psk,https://datatracker.ietf.org/doc/draft-ietf-lake-edhoc-psk/,,active,,
standard:draft-ietf-lamps-cert-binding-for-multi-auth,draft-ietf-lamps-cert-binding-for-multi-auth,standard,library,draft-ietf-lamps-cert-binding-for-multi-auth,https://datatracker.ietf.org/doc/draft-ietf-lamps-cert-binding-for-multi-auth/,,active,,
standard:draft-ietf-lamps-cms-kyber-13,draft-ietf-lamps-cms-kyber-13,standard,library,draft-ietf-lamps-cms-kyber-13,https://datatracker.ietf.org/doc/draft-ietf-lamps-cms-kyber/,,active,,
standard:draft-ietf-lamps-dilithium-certificates,draft-ietf-lamps-dilithium-certificates,standard,library,draft-ietf-lamps-dilithium-certificates,https://datatracker.ietf.org/doc/draft-ietf-lamps-dilithium-certificates/,,active,,
standard:draft-ietf-lamps-dilithium-certificates-13,draft-ietf-lamps-dilithium-certificates-13,standard,library,draft-ietf-lamps-dilithium-certificates-13,https://datatracker.ietf.org/doc/draft-ietf-lamps-dilithium-certificates/,,active,,
standard:draft-ietf-lamps-kyber-certificates,draft-ietf-lamps-kyber-certificates,standard,library,draft-ietf-lamps-kyber-certificates,https://datatracker.ietf.org/doc/draft-ietf-lamps-kyber-certificates/,,active,,
standard:draft-ietf-lamps-kyber-certificates-11,draft-ietf-lamps-kyber-certificates-11,standard,library,draft-ietf-lamps-kyber-certificates-11,https://datatracker.ietf.org/doc/draft-ietf-lamps-kyber-certificates/,,active,,
standard:draft-ietf-lamps-pq-composite-kem-10,draft-ietf-lamps-pq-composite-kem-10,standard,library,draft-ietf-lamps-pq-composite-kem-10,https://datatracker.ietf.org/doc/draft-ietf-lamps-pq-composite-kem/,,active,,
standard:draft-ietf-lamps-pq-composite-kem-11,draft-ietf-lamps-pq-composite-kem-11,standard,library,draft-ietf-lamps-pq-composite-kem-11,https://datatracker.ietf.org/doc/draft-ietf-lamps-pq-composite-kem/,,active,,
standard:draft-ietf-lamps-pq-composite-kem-12,draft-ietf-lamps-pq-composite-kem-12,standard,library,draft-ietf-lamps-pq-composite-kem-12,https://datatracker.ietf.org/doc/draft-ietf-lamps-pq-composite-kem/,,active,,
standard:draft-ietf-lamps-pq-composite-sigs-13,draft-ietf-lamps-pq-composite-sigs-13,standard,library,draft-ietf-lamps-pq-composite-sigs-13,https://datatracker.ietf.org/doc/draft-ietf-lamps-pq-composite-sigs/,,active,,
standard:draft-ietf-lamps-pq-composite-sigs-14,draft-ietf-lamps-pq-composite-sigs-14,standard,library,draft-ietf-lamps-pq-composite-sigs-14,https://datatracker.ietf.org/doc/draft-ietf-lamps-pq-composite-sigs/,,active,,
standard:draft-ietf-lamps-pq-composite-sigs-15,draft-ietf-lamps-pq-composite-sigs-15,standard,library,draft-ietf-lamps-pq-composite-sigs-15,https://datatracker.ietf.org/doc/draft-ietf-lamps-pq-composite-sigs/,,active,,
standard:draft-ietf-openpgp-nist-bp-comp,draft-ietf-openpgp-nist-bp-comp,standard,library,draft-ietf-openpgp-nist-bp-comp,https://datatracker.ietf.org/doc/draft-ietf-openpgp-nist-bp-comp/,,active,,
standard:draft-ietf-openpgp-pqc-14,draft-ietf-openpgp-pqc-14,standard,library,draft-ietf-openpgp-pqc-14,https://datatracker.ietf.org/doc/draft-ietf-openpgp-pqc/,,active,,
standard:draft-ietf-openpgp-pqc-16,draft-ietf-openpgp-pqc-16,standard,library,draft-ietf-openpgp-pqc-16,https://datatracker.ietf.org/doc/draft-ietf-openpgp-pqc/,,active,,
standard:draft-ietf-openpgp-pqc-17,draft-ietf-openpgp-pqc-17,standard,library,draft-ietf-openpgp-pqc-17,https://datatracker.ietf.org/doc/draft-ietf-openpgp-pqc/,,active,,
standard:draft-ietf-opsawg-rfc5706bis,draft-ietf-opsawg-rfc5706bis,standard,library,draft-ietf-opsawg-rfc5706bis,https://datatracker.ietf.org/doc/draft-ietf-opsawg-rfc5706bis/,,active,,
standard:draft-ietf-plants-merkle-tree-certs,draft-ietf-plants-merkle-tree-certs,standard,library,draft-ietf-plants-merkle-tree-certs,https://datatracker.ietf.org/doc/draft-ietf-plants-merkle-tree-certs/,,active,,
standard:draft-ietf-plants-merkle-tree-certs-00,draft-ietf-plants-merkle-tree-certs-00,standard,library,draft-ietf-plants-merkle-tree-certs-00,https://datatracker.ietf.org/doc/draft-ietf-plants-merkle-tree-certs/00/,,active,,
standard:draft-ietf-plants-merkle-tree-certs-01,draft-ietf-plants-merkle-tree-certs-01,standard,library,draft-ietf-plants-merkle-tree-certs-01,https://datatracker.ietf.org/doc/draft-ietf-plants-merkle-tree-certs/01/,,active,,
standard:draft-ietf-pquip-hbs-state,draft-ietf-pquip-hbs-state,standard,library,draft-ietf-pquip-hbs-state,https://datatracker.ietf.org/doc/draft-ietf-pquip-hbs-state/,,active,,
standard:draft-ietf-pquip-hybrid-signature-spectrums,draft-ietf-pquip-hybrid-signature-spectrums,standard,library,draft-ietf-pquip-hybrid-signature-spectrums,https://datatracker.ietf.org/doc/draft-ietf-pquip-hybrid-signature-spectrums/,,active,,
standard:draft-ietf-pquip-hybrid-signature-spectrums-06,draft-ietf-pquip-hybrid-signature-spectrums-06,standard,library,draft-ietf-pquip-hybrid-signature-spectrums-06,https://datatracker.ietf.org/doc/draft-ietf-pquip-hybrid-signature-spectrums/,,active,,
standard:draft-ietf-pquip-hybrid-signature-spectrums-07,draft-ietf-pquip-hybrid-signature-spectrums-07,standard,library,draft-ietf-pquip-hybrid-signature-spectrums-07,https://www.ietf.org/archive/id/draft-ietf-pquip-hybrid-signature-spectrums-07.txt,,active,,
standard:draft-ietf-pquip-pqc-engineers-14,draft-ietf-pquip-pqc-engineers-14,standard,library,draft-ietf-pquip-pqc-engineers-14,https://datatracker.ietf.org/doc/draft-ietf-pquip-pqc-engineers/,,active,,
standard:draft-ietf-pquip-pqc-hsm-constrained-03,draft-ietf-pquip-pqc-hsm-constrained-03,standard,library,draft-ietf-pquip-pqc-hsm-constrained-03,https://datatracker.ietf.org/doc/draft-ietf-pquip-pqc-hsm-constrained/,,active,,
standard:draft-ietf-pquip-pqt-hybrid-terminology,draft-ietf-pquip-pqt-hybrid-terminology,standard,library,draft-ietf-pquip-pqt-hybrid-terminology,https://datatracker.ietf.org/doc/draft-ietf-pquip-pqt-hybrid-terminology/,,active,,
standard:draft-ietf-sshm-mlkem-hybrid-kex,draft-ietf-sshm-mlkem-hybrid-kex,standard,library,draft-ietf-sshm-mlkem-hybrid-kex,https://datatracker.ietf.org/doc/draft-ietf-sshm-mlkem-hybrid-kex/,,active,,
standard:draft-ietf-sshm-mlkem-hybrid-kex-04,draft-ietf-sshm-mlkem-hybrid-kex-04,standard,library,draft-ietf-sshm-mlkem-hybrid-kex-04,https://datatracker.ietf.org/doc/draft-ietf-sshm-mlkem-hybrid-kex/,,active,,
standard:draft-ietf-sshm-ntruprime-ssh,draft-ietf-sshm-ntruprime-ssh,standard,library,draft-ietf-sshm-ntruprime-ssh,https://datatracker.ietf.org/doc/draft-ietf-sshm-ntruprime-ssh/,,active,,
standard:draft-ietf-tls-authkem,draft-ietf-tls-authkem,standard,library,draft-ietf-tls-authkem,https://datatracker.ietf.org/doc/draft-ietf-tls-authkem/,,active,,
standard:draft-ietf-tls-ecdhe-mlkem-03,draft-ietf-tls-ecdhe-mlkem-03,standard,library,draft-ietf-tls-ecdhe-mlkem-03,https://datatracker.ietf.org/doc/draft-ietf-tls-ecdhe-mlkem/,,active,,
standard:draft-ietf-tls-ecdhe-mlkem-04,draft-ietf-tls-ecdhe-mlkem-04,standard,library,draft-ietf-tls-ecdhe-mlkem-04,https://datatracker.ietf.org/doc/draft-ietf-tls-ecdhe-mlkem/,,active,,
standard:draft-ietf-tls-hybrid-design-16,draft-ietf-tls-hybrid-design-16,standard,library,draft-ietf-tls-hybrid-design-16,https://datatracker.ietf.org/doc/draft-ietf-tls-hybrid-design/,,active,,
standard:draft-ietf-tls-key-share-prediction,draft-ietf-tls-key-share-prediction,standard,library,draft-ietf-tls-key-share-prediction,https://datatracker.ietf.org/doc/draft-ietf-tls-key-share-prediction/,,active,,
standard:draft-ietf-tls-merkle-tree-certs,draft-ietf-tls-merkle-tree-certs,standard,library,draft-ietf-tls-merkle-tree-certs,https://www.ietf.org/archive/id/draft-ietf-plants-merkle-tree-certs-02.html,,active,,
standard:draft-ietf-tls-mldsa,draft-ietf-tls-mldsa,standard,library,draft-ietf-tls-mldsa,https://datatracker.ietf.org/doc/draft-ietf-tls-mldsa/,,active,,
standard:draft-ietf-tls-mldsa-01,draft-ietf-tls-mldsa-01,standard,library,draft-ietf-tls-mldsa-01,https://datatracker.ietf.org/doc/draft-ietf-tls-mldsa/,,active,,
standard:draft-ietf-tls-mldsa-02,draft-ietf-tls-mldsa-02,standard,library,draft-ietf-tls-mldsa-02,https://datatracker.ietf.org/doc/draft-ietf-tls-mldsa/02/,,active,,
standard:draft-ietf-tls-mlkem-04,draft-ietf-tls-mlkem-04,standard,library,draft-ietf-tls-mlkem-04,https://datatracker.ietf.org/doc/draft-ietf-tls-mlkem/,,active,,
standard:draft-ietf-tls-mlkem-05,draft-ietf-tls-mlkem-05,standard,library,draft-ietf-tls-mlkem-05,https://datatracker.ietf.org/doc/draft-ietf-tls-mlkem/,,active,,
standard:draft-ietf-tls-mlkem-07,draft-ietf-tls-mlkem-07,standard,library,draft-ietf-tls-mlkem-07,https://datatracker.ietf.org/doc/draft-ietf-tls-mlkem/,,active,,
standard:draft-ietf-tls-rfc8447bis-15,draft-ietf-tls-rfc8447bis-15,standard,library,draft-ietf-tls-rfc8447bis-15,https://datatracker.ietf.org/doc/draft-ietf-tls-rfc8447bis/,,active,,
standard:draft-ietf-tls-semistatic-dh,draft-ietf-tls-semistatic-dh,standard,library,draft-ietf-tls-semistatic-dh,https://datatracker.ietf.org/doc/draft-ietf-tls-semistatic-dh/,,active,,
standard:draft-ietf-tls-subcerts,draft-ietf-tls-subcerts,standard,library,draft-ietf-tls-subcerts,https://datatracker.ietf.org/doc/draft-ietf-tls-subcerts/,,active,,
standard:draft-ietf-uta-pqc-app-00,draft-ietf-uta-pqc-app-00,standard,library,draft-ietf-uta-pqc-app-00,https://datatracker.ietf.org/doc/draft-ietf-uta-pqc-app/,,active,,
standard:draft-ietf-uta-pqc-app-01,draft-ietf-uta-pqc-app-01,standard,library,draft-ietf-uta-pqc-app-01,https://datatracker.ietf.org/doc/draft-ietf-uta-pqc-app/01/,,active,,
standard:draft-josefsson-ntruprime-ssh,draft-josefsson-ntruprime-ssh,standard,library,draft-josefsson-ntruprime-ssh,https://datatracker.ietf.org/doc/draft-josefsson-ntruprime-ssh/,,active,,
standard:draft-kampanakis-curdle-ssh-pq-ke,draft-kampanakis-curdle-ssh-pq-ke,standard,library,draft-kampanakis-curdle-ssh-pq-ke,https://datatracker.ietf.org/doc/draft-kampanakis-curdle-ssh-pq-ke/,,active,,
standard:draft-kwiatkowski-pquip-pqc-migration-00,draft-kwiatkowski-pquip-pqc-migration-00,standard,library,draft-kwiatkowski-pquip-pqc-migration-00,https://datatracker.ietf.org/doc/draft-kwiatkowski-pquip-pqc-migration/,,active,,
standard:draft-reddy-tls-composite-mldsa,draft-reddy-tls-composite-mldsa,standard,library,draft-reddy-tls-composite-mldsa,https://datatracker.ietf.org/doc/draft-reddy-tls-composite-mldsa/,,active,,
standard:draft-sfluhrer-ipsecme-ikev2-mldsa,draft-sfluhrer-ipsecme-ikev2-mldsa,standard,library,draft-sfluhrer-ipsecme-ikev2-mldsa,https://www.ietf.org/archive/id/draft-sfluhrer-ipsecme-ikev2-mldsa-01.html,,active,,
standard:draft-sfluhrer-ipsecme-ikev2-mldsa-00,draft-sfluhrer-ipsecme-ikev2-mldsa-00,standard,library,draft-sfluhrer-ipsecme-ikev2-mldsa-00,https://datatracker.ietf.org/doc/draft-sfluhrer-ipsecme-ikev2-mldsa/,,active,,
standard:draft-sfluhrer-ipsecme-ikev2-mldsa-01,draft-sfluhrer-ipsecme-ikev2-mldsa-01,standard,library,draft-sfluhrer-ipsecme-ikev2-mldsa-01,https://datatracker.ietf.org/doc/draft-sfluhrer-ipsecme-ikev2-mldsa/01/,,active,,
standard:draft-sfluhrer-ssh-mldsa,draft-sfluhrer-ssh-mldsa,standard,library,draft-sfluhrer-ssh-mldsa,https://www.ietf.org/archive/id/draft-sfluhrer-ssh-mldsa-05.html,,active,,
standard:draft-spm-lake-pqsuites,draft-spm-lake-pqsuites,standard,library,draft-spm-lake-pqsuites,https://datatracker.ietf.org/doc/draft-spm-lake-pqsuites/,,active,,
standard:draft-turner-lamps-cms-fn-dsa-00,draft-turner-lamps-cms-fn-dsa-00,standard,library,draft-turner-lamps-cms-fn-dsa-00,https://datatracker.ietf.org/doc/draft-turner-lamps-cms-fn-dsa/,,active,,
standard:draft-vitap-ml-dsa-webauthn,draft-vitap-ml-dsa-webauthn,standard,library,draft-vitap-ml-dsa-webauthn,https://datatracker.ietf.org/doc/draft-vitap-ml-dsa-webauthn/,,active,,
standard:draft-wang-ipsecme-hybrid-kem-ikev2-frodo-03,draft-wang-ipsecme-hybrid-kem-ikev2-frodo-03,standard,library,draft-wang-ipsecme-hybrid-kem-ikev2-frodo-03,https://datatracker.ietf.org/doc/draft-wang-ipsecme-hybrid-kem-ikev2-frodo/,,active,,
standard:draft-wang-ipsecme-kem-auth-ikev2-01,draft-wang-ipsecme-kem-auth-ikev2-01,standard,library,draft-wang-ipsecme-kem-auth-ikev2-01,https://datatracker.ietf.org/doc/draft-wang-ipsecme-kem-auth-ikev2/,,active,,
standard:draft-wang-ipsecme-kem-auth-ikev2-03,draft-wang-ipsecme-kem-auth-ikev2-03,standard,library,draft-wang-ipsecme-kem-auth-ikev2-03,https://datatracker.ietf.org/doc/draft-wang-ipsecme-kem-auth-ikev2/03/,,active,,
standard:draft-wiggers-tls-authkem-psk,draft-wiggers-tls-authkem-psk,standard,library,draft-wiggers-tls-authkem-psk,https://datatracker.ietf.org/doc/draft-wiggers-tls-authkem-psk/,,active,,
standard:draft-yang-tls-hybrid-sm2-mlkem-02,draft-yang-tls-hybrid-sm2-mlkem-02,standard,library,draft-yang-tls-hybrid-sm2-mlkem-02,https://datatracker.ietf.org/doc/draft-yang-tls-hybrid-sm2-mlkem/,,active,,
standard:draft-yang-tls-hybrid-sm2-mlkem-03,draft-yang-tls-hybrid-sm2-mlkem-03,standard,library,draft-yang-tls-hybrid-sm2-mlkem-03,https://datatracker.ietf.org/doc/draft-yang-tls-hybrid-sm2-mlkem/,,active,,
standard:ec-recommendation-2024-1101,EC-Recommendation-2024-1101,standard,library,EC-Recommendation-2024-1101,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L_202401101,,active,,
standard:eccg-acm-v2,ECCG-ACM-v2,standard,library,ECCG-ACM-v2,https://certification.enisa.europa.eu/document/download/a845662b-aee0-484e-9191-890c4cfa7aaa_en?filename=ECCG+Agreed+Cryptographic+Mechanisms+version+2.pdf,,active,,
standard:eccpqcthreatsandmitigation04062026,eccpqcthreatsandmitigation04062026,standard,library,eccpqcthreatsandmitigation04062026,,,active,,
standard:eff-encryption-y2k-moment-2026,EFF-Encryption-Y2K-Moment-2026,standard,library,EFF-Encryption-Y2K-Moment-2026,https://www.eff.org/deeplinks/2026/04/yikes-encryptions-y2k-moment-coming-years-early,,active,,
standard:eip-155,EIP-155,standard,library,EIP-155,https://eips.ethereum.org/EIPS/eip-155,,active,,
standard:eip-2,EIP-2,standard,library,EIP-2,https://eips.ethereum.org/EIPS/eip-2,,active,,
standard:eip-2718,EIP-2718,standard,library,EIP-2718,https://eips.ethereum.org/EIPS/eip-2718,,active,,
standard:eip-2929,EIP-2929,standard,library,EIP-2929,https://eips.ethereum.org/EIPS/eip-2929,,active,,
standard:eip-2930,EIP-2930,standard,library,EIP-2930,https://eips.ethereum.org/EIPS/eip-2930,,active,,
standard:eip-3541,EIP-3541,standard,library,EIP-3541,https://eips.ethereum.org/EIPS/eip-3541,,active,,
standard:eip-3607,EIP-3607,standard,library,EIP-3607,https://eips.ethereum.org/EIPS/eip-3607,,active,,
standard:eip-4844,EIP-4844,standard,library,EIP-4844,https://eips.ethereum.org/EIPS/eip-4844,,active,,
standard:eip-55,EIP-55,standard,library,EIP-55,https://eips.ethereum.org/EIPS/eip-55,,active,,
standard:ejbca-beyond-cbom,EJBCA-Beyond-CBOM,standard,library,EJBCA-Beyond-CBOM,https://www.ejbca.org/resources/keymaster-looking-beyond-the-cbom-building-stronger-cryptographic-posture/,,active,,
standard:ejbca-understanding-cpm,EJBCA-Understanding-CPM,standard,library,EJBCA-Understanding-CPM,https://www.ejbca.org/resources/keymaster-understanding-cryptographic-posture-management-and-asset-visibility/,,active,,
standard:emergentmind-nonce-reuse-crypto,EmergentMind-Nonce-Reuse-Crypto,standard,library,EmergentMind-Nonce-Reuse-Crypto,https://www.emergentmind.com/topics/nonce-reuse,,active,,
standard:eo-14028,EO-14028,standard,library,EO-14028,https://www.federalregister.gov/documents/2021/05/17/2021-10460/improving-the-nations-cybersecurity,,active,,
standard:eo-14144,EO-14144,standard,library,EO-14144,https://www.federalregister.gov/documents/2025/01/17/2025-01470/strengthening-and-promoting-innovation-in-the-nations-cybersecurity,,active,,
standard:eo-14306,EO-14306,standard,library,EO-14306,https://www.whitehouse.gov/presidential-actions/2025/06/sustaining-select-efforts-to-strengthen-the-nations-cybersecurity-and-amending-executive-order-13694-and-executive-order-14144/,,active,,
standard:epc-342-08-crypto-guidelines-v16,EPC-342-08-Crypto-Guidelines-v16,standard,library,EPC-342-08-Crypto-Guidelines-v16,https://www.europeanpaymentscouncil.eu/document-library/guidance-documents/guidelines-cryptographic-algorithms-usage-and-key-management,,active,,
standard:eprint-2025-2059,eprint-2025-2059,standard,library,eprint-2025-2059,https://eprint.iacr.org/2025/2059.pdf,,active,,
standard:ethereum-eip4337-aa,Ethereum-EIP4337-AA,standard,library,Ethereum-EIP4337-AA,https://eips.ethereum.org/EIPS/eip-4337,,active,,
standard:ethereum-eip7702,Ethereum-EIP7702,standard,library,Ethereum-EIP7702,https://eips.ethereum.org/EIPS/eip-7702,,active,,
standard:ethereum-pqc-roadmap-2026,Ethereum-PQC-Roadmap-2026,standard,library,Ethereum-PQC-Roadmap-2026,,,active,,
standard:ethereum-pqc-tasklist-ethresearch,Ethereum-PQC-Tasklist-Ethresearch,standard,library,Ethereum-PQC-Tasklist-Ethresearch,https://ethresear.ch/t/tasklist-for-post-quantum-eth/21296,,active,,
standard:ethereum-yellow-paper,Ethereum-Yellow-Paper,standard,library,Ethereum-Yellow-Paper,https://ethereum.github.io/yellowpaper/paper.pdf,,active,,
standard:etsi-eg-203-310,ETSI-EG-203-310,standard,library,ETSI-EG-203-310,https://www.etsi.org/deliver/etsi_eg/203300_203399/203310/01.01.01_60/eg_203310v010101p.pdf,,active,,
standard:etsi-en-303645,ETSI-EN-303645,standard,library,ETSI-EN-303645,https://www.etsi.org/deliver/etsi_en/303600_303699/303645/02.01.01_60/en_303645v020101p.pdf,,active,,
standard:etsi-en-319-411,ETSI-EN-319-411,standard,library,ETSI-EN-319-411,https://www.etsi.org/deliver/etsi_en/319400_319499/31941101/01.03.01_60/en_31941101v010301p.pdf,,active,,
standard:etsi-gr-qkd-007,ETSI-GR-QKD-007,standard,library,ETSI-GR-QKD-007,https://www.etsi.org/deliver/etsi_gr/QKD/001_099/007/01.02.01_60/gr_qkd007v010201p.pdf,,active,,
standard:etsi-gr-qsc-001,ETSI-GR-QSC-001,standard,library,ETSI-GR-QSC-001,https://www.etsi.org/deliver/etsi_gr/qsc/001_099/001/01.01.01_60/gr_qsc001v010101p.pdf,,active,,
standard:etsi-gr-qsc-003,ETSI-GR-QSC-003,standard,library,ETSI-GR-QSC-003,https://www.etsi.org/deliver/etsi_gr/QSC/001_099/003/01.01.01_60/gr_QSC003v010101p.pdf,,active,,
standard:etsi-gr-qsc-004,ETSI-GR-QSC-004,standard,library,ETSI-GR-QSC-004,https://www.etsi.org/deliver/etsi_gr/QSC/001_099/004/01.01.01_60/gr_QSC004v010101p.pdf,,active,,
standard:etsi-gr-qsc-006,ETSI-GR-QSC-006,standard,library,ETSI-GR-QSC-006,https://www.etsi.org/deliver/etsi_gr/QSC/001_099/006/01.01.01_60/gr_QSC006v010101p.pdf,,active,,
standard:etsi-gr-qsc-020,ETSI GR QSC 020,standard,library,ETSI GR QSC 020,https://www.etsi.org/deliver/etsi_gr/QSC/001_099/020/01.01.01_60/gr_QSC020v010101p.pdf,,active,,
standard:etsi-gs-qkd-002,ETSI-GS-QKD-002,standard,library,ETSI-GS-QKD-002,https://www.etsi.org/deliver/etsi_gs/qkd/001_099/002/01.01.01_60/gs_qkd002v010101p.pdf,,active,,
standard:etsi-gs-qkd-003,ETSI-GS-QKD-003,standard,library,ETSI-GS-QKD-003,https://www.etsi.org/deliver/etsi_gs/QKD/001_099/003/01.01.01_60/gs_QKD003v010101p.pdf,,active,,
standard:etsi-gs-qkd-004,ETSI-GS-QKD-004,standard,library,ETSI-GS-QKD-004,https://www.etsi.org/deliver/etsi_gs/QKD/001_099/004/02.01.01_60/gs_qkd004v020101p.pdf,,active,,
standard:etsi-gs-qkd-005,ETSI-GS-QKD-005,standard,library,ETSI-GS-QKD-005,https://www.etsi.org/deliver/etsi_gs/qkd/001_099/005/01.01.01_60/gs_qkd005v010101p.pdf,,active,,
standard:etsi-gs-qkd-008,ETSI-GS-QKD-008,standard,library,ETSI-GS-QKD-008,https://www.etsi.org/deliver/etsi_gs/qkd/001_099/008/01.01.01_60/gs_qkd008v010101p.pdf,,active,,
standard:etsi-gs-qkd-011,ETSI-GS-QKD-011,standard,library,ETSI-GS-QKD-011,https://www.etsi.org/deliver/etsi_gs/QKD/001_099/011/01.01.01_60/gs_QKD011v010101p.pdf,,active,,
standard:etsi-gs-qkd-012,ETSI-GS-QKD-012,standard,library,ETSI-GS-QKD-012,https://www.etsi.org/deliver/etsi_gs/QKD/001_099/012/01.01.01_60/gs_qkd012v010101p.pdf,,active,,
standard:etsi-gs-qkd-014,ETSI-GS-QKD-014,standard,library,ETSI-GS-QKD-014,https://www.etsi.org/deliver/etsi_gs/QKD/001_099/014/01.01.01_60/gs_qkd014v010101p.pdf,,active,,
standard:etsi-gs-qkd-014-v2-1-1,ETSI-GS-QKD-014-V2.1.1,standard,library,ETSI-GS-QKD-014-V2.1.1,https://www.etsi.org/deliver/etsi_gs/QKD/001_099/014/02.01.01_60/gs_QKD014v020101p.pdf,,active,,
standard:etsi-gs-qkd-015,ETSI-GS-QKD-015,standard,library,ETSI-GS-QKD-015,https://www.etsi.org/deliver/etsi_gs/QKD/001_099/015/02.01.01_60/gs_QKD015v020101p.pdf,,active,,
standard:etsi-gs-qkd-016,ETSI-GS-QKD-016,standard,library,ETSI-GS-QKD-016,https://www.etsi.org/deliver/etsi_gs/QKD/001_099/016/02.01.01_60/gs_QKD016v020101p.pdf,,active,,
standard:etsi-gs-qkd-016-v2,ETSI-GS-QKD-016-V2,standard,library,ETSI-GS-QKD-016-V2,https://www.etsi.org/deliver/etsi_gs/QKD/001_099/016/02.01.01_60/gs_QKD016v020101p.pdf,,active,,
standard:etsi-gs-qkd-018,ETSI-GS-QKD-018,standard,library,ETSI-GS-QKD-018,https://www.etsi.org/deliver/etsi_gs/QKD/001_099/018/01.01.01_60/gs_qkd018v010101p.pdf,,active,,
standard:etsi-tr-103-570,ETSI-TR-103-570,standard,library,ETSI-TR-103-570,https://www.etsi.org/deliver/etsi_tr/103500_103599/103570/01.01.01_60/tr_103570v010101p.pdf,,active,,
standard:etsi-tr-103-619,ETSI TR 103 619,standard,library,ETSI TR 103 619,https://www.etsi.org/deliver/etsi_tr/103600_103699/103619/01.01.01_60/tr_103619v010101p.pdf,,active,,
